state_name,county_name,aqi
Missouri,Jackson,2
Nevada,Clark,15
Nevada,Washoe,32
New Jersey,Middlesex,25
New Jersey,Union,49
New Mexico,Bernalillo,6
New York,Nassau,23
North Carolina,Forsyth,19
North Carolina,Gaston,19
North Carolina,Wake,32
Ohio,Franklin,13
Ohio,Lake,20
Ohio,Stark,10
Utah,Salt Lake,13
Utah,Utah,40
Vermont,Chittenden,49
Virginia,Fairfax,8
Virginia,Richmond City,8
Washington,King,25
Washington,King,13
Washington,Snohomish,40
Washington,Spokane,19
West Virginia,Ohio,16
Wisconsin,Milwaukee,3
Country Of Mexico,BAJA CALIFORNIA NORTE,14
Alaska,Fairbanks North Star ,23
Arizona,Maricopa,22
Arizona,Maricopa,11
Colorado,Denver,25
Colorado,Weld,28
Colorado,Weld,16
Colorado,Weld,13
Florida,Sarasota,15
Hawaii,Honolulu,2
Hawaii,Honolulu,13
Iowa,Linn,9
Kentucky,Bell,11
Kentucky,Jefferson,10
Massachusetts,Hampden,11
Michigan,Oakland,11
Missouri,Saint Louis,11
Missouri,Saint Louis,6
Missouri,Saint Louis,10
Missouri,Saint Louis,6
Nevada,Clark,6
Nevada,Clark,19
New Jersey,Essex,11
New Jersey,Essex,13
New Mexico,Bernalillo,6
New York,Monroe,9
North Carolina,Forsyth,9
North Carolina,Mecklenburg,10
North Carolina,Mecklenburg,36
Ohio,Cuyahoga,8
Ohio,Montgomery,6
Ohio,Stark,7
Oklahoma,Comanche,8
Oklahoma,Oklahoma,30
Oregon,Jackson,24
Oregon,Multnomah,23
Tennessee,Davidson,24
Tennessee,Davidson,28
Tennessee,Shelby,9
Tennessee,Shelby,9
Utah,Salt Lake,15
Vermont,Rutland,15
Virginia,Alexandria City,6
Virginia,Richmond City,0
Washington,Clark,15
Washington,Clark,15
Washington,Spokane,13
Wisconsin,Milwaukee,5
Wisconsin,Milwaukee,13
Wisconsin,Milwaukee,10
Puerto Rico,San Juan,18
Country Of Mexico,BAJA CALIFORNIA NORTE,36
Alaska,Anchorage ,39
Arizona,Maricopa,7
Arizona,Maricopa,31
Colorado,Boulder,7
Colorado,Denver,30
Colorado,El Paso,11
Florida,Hillsborough,20
Florida,Hillsborough,11
Florida,Orange,17
Florida,Palm Beach,17
Illinois,Cook,10
Illinois,Will,2
Indiana,Marion,19
Iowa,Polk,11
Maryland,Baltimore (City),18
Massachusetts,Hampden,7
Massachusetts,Suffolk,24
Massachusetts,Worcester,24
Minnesota,Ramsey,10
Missouri,Greene,11
Missouri,Jackson,8
Missouri,St. Louis City,15
Montana,Flathead,28
Nebraska,Douglas,3
Nevada,Clark,16
Nevada,Clark,28
Nevada,Douglas,14
Nevada,Washoe,7
New Jersey,Union,35
New Mexico,Bernalillo,10
New Mexico,Bernalillo,26
New York,Erie,5
New York,Monroe,1
New York,New York,13
New York,Niagara,5
North Carolina,Durham,16
North Carolina,Durham,18
Ohio,Summit,11
Oklahoma,Cleveland,16
Oklahoma,Oklahoma,13
Oregon,Deschutes,34
Tennessee,Davidson,10
Tennessee,Shelby,15
Utah,Salt Lake,25
Vermont,Chittenden,3
Virginia,Fairfax,9
Washington,Spokane,20
Wisconsin,Milwaukee,2
Wisconsin,Waukesha,3
Puerto Rico,San Juan,17
Country Of Mexico,BAJA CALIFORNIA NORTE,14
Country Of Mexico,CHIHUAHUA STATE,34
Alabama,Jefferson,5
Arizona,Maricopa,18
Arizona,Maricopa,66
Arizona,Maricopa,22
Arizona,Maricopa,25
Colorado,Boulder,16
Colorado,Boulder,14
Colorado,El Paso,5
Colorado,El Paso,28
Florida,Broward,8
Florida,Sarasota,11
Florida,Sarasota,39
Hawaii,Honolulu,11
Hawaii,Honolulu,14
Hawaii,Honolulu,17
Illinois,Will,3
Kentucky,Fayette,1
Massachusetts,Worcester,6
Michigan,Wayne,7
Minnesota,Anoka,5
Minnesota,Dakota,3
Minnesota,Saint Louis,9
Missouri,Jackson,8
Missouri,Saint Louis,7
Missouri,Saint Louis,2
Nebraska,Douglas,8
Nebraska,Lancaster,14
Nebraska,Lancaster,8
Nevada,Clark,0
Nevada,Clark,15
Nevada,Carson City,13
New Jersey,Monmouth,19
New Mexico,Bernalillo,20
New Mexico,Dona Ana,30
New York,Erie,9
New York,Nassau,6
New York,New York,10
New York,Queens,7
North Carolina,Mecklenburg,13
Ohio,Jefferson,13
Ohio,Montgomery,5
Oklahoma,Comanche,3
Oklahoma,Oklahoma,9
Tennessee,Davidson,8
Tennessee,Shelby,3
Tennessee,Shelby,23
Tennessee,Sullivan,13
Utah,Weber,7
Virginia,Fairfax,3
Virginia,Norfolk City,14
Washington,King,25
West Virginia,Hancock,11
Wisconsin,Waukesha,2
Country Of Mexico,BAJA CALIFORNIA NORTE,17
Alabama,Jefferson,17
Alabama,Jefferson,6
Alaska,Anchorage ,19
Alaska,Anchorage ,18
Arizona,Maricopa,22
Colorado,Boulder,10
Colorado,Larimer,18
Connecticut,Fairfield,13
Connecticut,Hartford,26
Florida,Broward,11
Florida,Palm Beach,3
Florida,Pinellas,7
Florida,Sarasota,22
Illinois,Cook,7
Illinois,Cook,24
Indiana,Allen,11
Iowa,Polk,18
Kentucky,McCracken,0
Louisiana,East Baton Rouge,9
Massachusetts,Hampden,7
Massachusetts,Hampden,8
Massachusetts,Worcester,9
Michigan,Kent,3
Michigan,Wayne,11
Michigan,Wayne,5
Missouri,Jackson,6
Montana,Flathead,9
Montana,Missoula,11
Nebraska,Douglas,18
Nevada,Clark,0
Nevada,Clark,0
Nevada,Clark,18
Nevada,Washoe,6
Nevada,Washoe,24
New Jersey,Bergen,24
New Jersey,Camden,5
New Jersey,Camden,2
New Jersey,Essex,6
New Jersey,Middlesex,11
New Jersey,Union,15
New Mexico,Dona Ana,14
North Carolina,Mecklenburg,7
Ohio,Hamilton,18
Ohio,Summit,15
Oklahoma,Tulsa,6
Oregon,Multnomah,24
Oregon,Multnomah,15
Utah,Salt Lake,15
Utah,Utah,14
Utah,Utah,36
Virginia,Hampton City,11
Virginia,Richmond City,7
Virginia,Richmond City,11
Washington,King,15
Washington,King,24
Washington,King,26
Washington,Pierce,14
Washington,Spokane,16
Washington,Thurston,18
West Virginia,Brooke,7
West Virginia,Brooke,3
West Virginia,Ohio,7
Wisconsin,Racine,7
Wisconsin,Waukesha,3
Country Of Mexico,BAJA CALIFORNIA NORTE,10
Country Of Mexico,BAJA CALIFORNIA NORTE,33
Country Of Mexico,CHIHUAHUA STATE,6
Arizona,Maricopa,45
Colorado,Denver,19
Colorado,Jefferson,8
Colorado,Mesa,28
Connecticut,Fairfield,8
Connecticut,Fairfield,13
Connecticut,Hartford,61
Connecticut,New Haven,9
District Of Columbia,District of Columbia,16
District Of Columbia,District of Columbia,14
Florida,Broward,8
Florida,Hillsborough,7
Florida,Miami-Dade,16
Florida,Palm Beach,3
Hawaii,Honolulu,3
Illinois,Cook,32
Illinois,Sangamon,10
Illinois,Winnebago,17
Indiana,Marion,16
Kansas,Linn,10
Kentucky,Fayette,3
Kentucky,Fayette,1
Kentucky,Jefferson,23
Kentucky,Jefferson,20
Louisiana,East Baton Rouge,50
Massachusetts,Hampden,34
Massachusetts,Suffolk,7
Michigan,Wayne,9
Minnesota,Ramsey,14
Minnesota,Saint Louis,17
Minnesota,Stearns,13
Missouri,Saint Louis,3
Nebraska,Lancaster,18
Nevada,Clark,1
Nevada,Clark,7
Nevada,Washoe,10
Nevada,Washoe,17
Nevada,Carson City,11
New Jersey,Burlington,8
New Mexico,Dona Ana,3
New Mexico,Santa Fe,10
New York,Kings,7
New York,Nassau,6
New York,Nassau,7
New York,Onondaga,16
North Carolina,Durham,5
North Carolina,Forsyth,18
North Carolina,Mecklenburg,16
North Carolina,Wake,8
Ohio,Cuyahoga,13
Ohio,Montgomery,6
Oklahoma,Tulsa,9
Oregon,Jackson,38
Oregon,Lane,25
Oregon,Multnomah,7
Tennessee,Shelby,11
Tennessee,Shelby,10
Virginia,Norfolk City,14
Washington,King,8
Washington,Spokane,32
Wisconsin,Milwaukee,7
Alabama,Jefferson,17
Alaska,Fairbanks North Star ,24
Alaska,Fairbanks North Star ,19
Arizona,Pima,7
Colorado,Denver,9
Colorado,Jefferson,3
Connecticut,Hartford,18
Florida,Broward,11
Florida,Broward,8
Florida,Duval,8
Florida,Duval,6
Illinois,Saint Clair,14
Kentucky,Boyd,9
Maryland,Baltimore,5
Massachusetts,Middlesex,10
Massachusetts,Suffolk,10
Michigan,Kent,5
Minnesota,Dakota,6
Minnesota,Ramsey,3
Minnesota,Saint Louis,8
Nevada,Clark,7
Nevada,Clark,0
Nevada,Washoe,22
New Jersey,Hudson,19
New Mexico,Bernalillo,33
New Mexico,Bernalillo,22
New Mexico,Bernalillo,1
New York,Monroe,15
New York,Onondaga,8
New York,Queens,9
North Carolina,Forsyth,10
North Carolina,Forsyth,13
North Carolina,Mecklenburg,10
Ohio,Cuyahoga,1
Ohio,Hamilton,2
Ohio,Jefferson,24
Ohio,Summit,6
Ohio,Summit,8
Oregon,Jackson,24
Utah,Salt Lake,8
Virginia,Fairfax,6
Virginia,Alexandria City,10
Virginia,Richmond City,5
Virginia,Roanoke City,10
Washington,King,9
West Virginia,Hancock,17
Puerto Rico,San Juan,34
Puerto Rico,San Juan,16
Puerto Rico,San Juan,7
Country Of Mexico,BAJA CALIFORNIA NORTE,5
Alaska,Anchorage ,15
Alaska,Fairbanks North Star ,5
Arizona,Maricopa,17
Arizona,Maricopa,5
Arizona,Pima,5
Colorado,Jefferson,5
Colorado,La Plata,5
District Of Columbia,District of Columbia,31
Florida,Orange,2
Florida,Sarasota,20
Illinois,Peoria,9
Illinois,Saint Clair,9
Illinois,Winnebago,8
Indiana,Hendricks,10
Indiana,Marion,9
Kansas,Sedgwick,18
Massachusetts,Worcester,9
Michigan,Oakland,7
Minnesota,Anoka,2
Minnesota,Stearns,8
Missouri,Greene,24
Montana,Cascade,7
Montana,Flathead,13
Nevada,Clark,16
Nevada,Clark,26
Nevada,Washoe,25
New Jersey,Camden,3
New Jersey,Camden,3
New Jersey,Monmouth,8
New Mexico,Bernalillo,2
Ohio,Cuyahoga,9
Oklahoma,Oklahoma,7
Virginia,Roanoke City,13
Washington,King,11
Washington,Spokane,16
West Virginia,Hancock,3
Puerto Rico,San Juan,17
Puerto Rico,San Juan,19
Country Of Mexico,BAJA CALIFORNIA NORTE,60
Country Of Mexico,BAJA CALIFORNIA NORTE,28
Country Of Mexico,BAJA CALIFORNIA NORTE,0
Alabama,Jefferson,0
Arizona,Maricopa,25
Arizona,Maricopa,8
Arizona,Maricopa,8
Arizona,Pima,11
Arizona,Pima,22
Colorado,Adams,14
Colorado,Adams,11
Connecticut,Fairfield,7
Florida,Sarasota,15
Illinois,Cook,24
Illinois,Winnebago,13
Indiana,Hendricks,8
Iowa,Linn,1
Kansas,Sedgwick,8
Massachusetts,Hampden,8
Massachusetts,Middlesex,8
Minnesota,Dakota,3
Montana,Flathead,16
Nevada,Washoe,17
Nevada,Washoe,5
New York,Monroe,8
North Carolina,Forsyth,5
Ohio,Jefferson,10
Ohio,Stark,7
Oregon,Lane,8
Virginia,Fairfax,8
Virginia,Richmond City,6
Washington,Pierce,3
Country Of Mexico,BAJA CALIFORNIA NORTE,13
Country Of Mexico,BAJA CALIFORNIA NORTE,8
Alaska,Anchorage ,15
Arizona,Maricopa,11
Arizona,Maricopa,9
Arizona,Maricopa,22
Arizona,Pima,13
Colorado,Larimer,7
Connecticut,Fairfield,14
Connecticut,Hartford,6
Connecticut,New Haven,7
District Of Columbia,District of Columbia,22
Florida,Duval,16
Florida,Miami-Dade,7
Florida,Miami-Dade,18
Florida,Miami-Dade,8
Florida,Orange,10
Florida,Orange,6
Florida,Pinellas,7
Florida,Sarasota,19
Georgia,DeKalb,7
Georgia,Paulding,5
Illinois,Sangamon,10
Illinois,Winnebago,6
Iowa,Polk,9
Kansas,Linn,2
Kansas,Sedgwick,6
Massachusetts,Worcester,6
Michigan,Wayne,7
Minnesota,Anoka,0
Minnesota,Dakota,3
Minnesota,Ramsey,15
Minnesota,Saint Louis,2
Montana,Gallatin,13
Montana,Yellowstone,30
Nevada,Clark,0
Nevada,Washoe,6
New Jersey,Bergen,5
New Jersey,Union,7
New Mexico,Bernalillo,9
New York,Albany,7
New York,Bronx,10
New York,Kings,14
North Carolina,Guilford,13
Ohio,Cuyahoga,10
Ohio,Jefferson,10
Ohio,Jefferson,6
Ohio,Montgomery,8
Oklahoma,Cleveland,14
Virginia,Fairfax,7
Puerto Rico,San Juan,28
Country Of Mexico,CHIHUAHUA STATE,14
Country Of Mexico,CHIHUAHUA STATE,25
Ohio,Lake,6
Montana,Gallatin,6
Nevada,Washoe,5
Puerto Rico,San Juan,10
Illinois,Cook,3
Nevada,Clark,10
Nevada,Clark,13
New Jersey,Union,5
Virginia,Newport News City,2
Arizona,Pima,8
Alabama,Jefferson,9
New Jersey,Union,9
Massachusetts,Worcester,3
Massachusetts,Worcester,5
Nevada,Washoe,9
Country Of Mexico,BAJA CALIFORNIA NORTE,2
New York,Steuben,2
Massachusetts,Essex,5
New York,Erie,2
Arizona,Maricopa,8
Kansas,Sedgwick,7
Alaska,Anchorage ,8
Virginia,Richmond City,2
Virginia,Alexandria City,8
Arizona,Maricopa,22
Arizona,Maricopa,11
Arizona,Maricopa,7
Colorado,Adams,7
Florida,Miami-Dade,6
Florida,Miami-Dade,17
Georgia,DeKalb,2
Georgia,Paulding,2
Illinois,Cook,8
Illinois,Cook,5
Indiana,Allen,3
Iowa,Polk,5
Kansas,Sedgwick,3
Kentucky,Jefferson,7
Maryland,Baltimore (City),8
Massachusetts,Middlesex,6
Montana,Yellowstone,3
Nevada,Clark,15
Nevada,Washoe,8
Nevada,Washoe,10
Nevada,Washoe,3
New Jersey,Bergen,8
New Mexico,Bernalillo,15
New York,Albany,5
New York,New York,8
North Carolina,Wake,19
Ohio,Franklin,5
Ohio,Lake,7
Ohio,Summit,6
Tennessee,Shelby,10
Virginia,Fairfax,11
Virginia,Fairfax,5
Virginia,Norfolk City,3
Virginia,Richmond City,1
Country Of Mexico,BAJA CALIFORNIA NORTE,1
Country Of Mexico,BAJA CALIFORNIA NORTE,3
Country Of Mexico,CHIHUAHUA STATE,14
Country Of Mexico,CHIHUAHUA STATE,8
Montana,Gallatin,5
Alaska,Anchorage ,11
Colorado,Denver,7
Illinois,Cook,2
Arizona,Pima,6
Ohio,Lake,2
Colorado,Adams,5
Arizona,Pima,8
Arizona,Pima,3
Alabama,Jefferson,0
Montana,Yellowstone,8
New Jersey,Hudson,6
New Jersey,Camden,1
Kansas,Sedgwick,6
Nevada,Washoe,3
Nevada,Washoe,13
Georgia,DeKalb,8
Maryland,Garrett,2
Alabama,Jefferson,7
Missouri,St. Louis City,3
Country Of Mexico,BAJA CALIFORNIA NORTE,8
Georgia,Paulding,3
Missouri,Saint Louis,3
Massachusetts,Worcester,6
Colorado,Denver,6
Colorado,Weld,7
Ohio,Franklin,3
Ohio,Summit,3
Arizona,Pima,3
New Mexico,Bernalillo,9
Virginia,Arlington,2
Virginia,Arlington,2
Louisiana,East Baton Rouge,10
Virginia,Virginia Beach City,3
Virginia,Virginia Beach City,5
Arizona,Maricopa,5
Michigan,Kent,3
Nevada,Douglas,0
Alabama,Jefferson,20
Arizona,Maricopa,16
Oklahoma,Tulsa,7
Nevada,Washoe,2
Georgia,DeKalb,10
New Jersey,Union,3
Virginia,Henrico,3
Virginia,Alexandria City,0
Virginia,Alexandria City,3
Florida,Broward,5
Nevada,Washoe,2
Indiana,Allen,5
Alabama,Jefferson,8
Alabama,Jefferson,7
Arizona,Maricopa,17
Arizona,Maricopa,28
Arizona,Pima,6
Colorado,El Paso,7
Colorado,Jefferson,3
Colorado,Larimer,10
District Of Columbia,District of Columbia,22
Florida,Hillsborough,13
Florida,Hillsborough,3
Florida,Miami-Dade,11
Florida,Miami-Dade,7
Florida,Palm Beach,14
Georgia,Fulton,9
Indiana,Hendricks,9
Indiana,Hendricks,2
Iowa,Polk,3
Maryland,Baltimore,6
Minnesota,Dakota,1
Minnesota,Saint Louis,10
Missouri,Jackson,9
Missouri,Saint Louis,7
Missouri,St. Louis City,16
Montana,Flathead,13
Montana,Gallatin,2
Nebraska,Lancaster,11
Nevada,Clark,7
Nevada,Clark,3
Ohio,Franklin,6
Ohio,Hamilton,13
Utah,Salt Lake,16
Utah,Salt Lake,13
Virginia,Hampton City,8
Virginia,Roanoke City,10
Country Of Mexico,BAJA CALIFORNIA NORTE,79
Country Of Mexico,BAJA CALIFORNIA NORTE,18
Montana,Gallatin,10
Illinois,Winnebago,7
Country Of Mexico,CHIHUAHUA STATE,23
Ohio,Franklin,8
Massachusetts,Hampden,6
Illinois,Cook,5
Minnesota,Hennepin,0
Colorado,Mesa,6
Arizona,Pima,10
North Carolina,Wake,2
West Virginia,Hancock,3
Alabama,Jefferson,7
Washington,Spokane,13
Nebraska,Lancaster,6
Alabama,Jefferson,6
Nevada,Washoe,2
Arizona,Maricopa,13
Alabama,Jefferson,6
Kansas,Wyandotte,3
Nevada,Clark,3
Maryland,Baltimore (City),5
New York,Erie,11
Vermont,Chittenden,6
Missouri,St. Louis City,3
Massachusetts,Worcester,7
Illinois,Saint Clair,6
Massachusetts,Essex,2
Ohio,Cuyahoga,22
Ohio,Lake,6
Maryland,Baltimore,2
Colorado,El Paso,6
New York,New York,5
New York,New York,7
Nevada,Washoe,23
Arizona,Pima,5
Arizona,Maricopa,11
Ohio,Preble,3
Michigan,Wayne,2
Michigan,Wayne,5
Nevada,Washoe,5
Michigan,Wayne,1
Nevada,Washoe,8
Colorado,La Plata,1
New Jersey,Union,5
Nevada,Washoe,6
District Of Columbia,District of Columbia,8
Wisconsin,Dodge,2
New York,Erie,2
Georgia,Paulding,3
Massachusetts,Worcester,8
Massachusetts,Suffolk,3
Massachusetts,Essex,2
Massachusetts,Hampden,2
Alaska,Fairbanks North Star ,6
North Carolina,Mecklenburg,5
Virginia,Alexandria City,3
Oklahoma,Tulsa,3
New Jersey,Essex,7
Arizona,Pima,6
Country Of Mexico,CHIHUAHUA STATE,3
West Virginia,Hancock,3
Alaska,Fairbanks North Star ,16
Connecticut,Fairfield,5
Montana,Lewis and Clark,1
Nevada,Washoe,5
Florida,Miami-Dade,2
Georgia,DeKalb,2
Alabama,Jefferson,3
Puerto Rico,Ponce,5
Nevada,Washoe,7
New York,Erie,6
Indiana,Allen,7
New York,Bronx,3
Missouri,St. Louis City,3
Montana,Gallatin,2
Ohio,Franklin,3
Ohio,Cuyahoga,7
Nevada,Clark,3
New Mexico,Bernalillo,2
Louisiana,East Baton Rouge,8
Michigan,Wayne,2
New Jersey,Hudson,6
Oregon,Multnomah,2
Kentucky,Jefferson,3
Kentucky,Jefferson,3
Indiana,Vanderburgh,5
Vermont,Rutland,3
Michigan,Wayne,3
Michigan,Wayne,8
Florida,Miami-Dade,3
Kansas,Wyandotte,3
Florida,Duval,6
Nevada,Washoe,2
West Virginia,Hancock,3
Oregon,Washington,6
Maryland,Dorchester,2
Oklahoma,Adair,2
Illinois,Saint Clair,5
Colorado,Denver,13
Ohio,Hamilton,6
New Jersey,Essex,7
Tennessee,Shelby,2
Louisiana,East Baton Rouge,2
Louisiana,East Baton Rouge,3
Florida,Miami-Dade,3
Connecticut,Fairfield,5
Michigan,Kent,8
Alabama,Jefferson,8
Connecticut,Hartford,2
Connecticut,Hartford,5
Vermont,Rutland,6
Michigan,Wayne,5
Tennessee,Blount,2
Maryland,Howard,6
Indiana,Marion,3
Colorado,La Plata,2
Georgia,DeKalb,8
Alabama,Jefferson,3
Kansas,Wyandotte,3
Virginia,Henrico,1
New York,Steuben,1
Tennessee,Shelby,3
New York,Albany,2
New York,Albany,3
New York,Erie,1
New York,Bronx,2
Indiana,Lake,15
Missouri,St. Louis City,7
Oklahoma,Adair,2
Ohio,Belmont,2
Ohio,Hamilton,5
Nevada,Clark,2
Florida,Orange,3
Tennessee,Shelby,2
North Carolina,Mecklenburg,5
Washington,King,3
Minnesota,Dakota,6
Vermont,Chittenden,5
Nevada,Washoe,2
Connecticut,New Haven,5
Ohio,Cuyahoga,10
Michigan,Wayne,3
Michigan,Wayne,7
Missouri,St. Louis City,3
Tennessee,Davidson,5
New Mexico,Bernalillo,2
Utah,Weber,8
New Jersey,Hudson,6
Illinois,Saint Clair,3
Oklahoma,Oklahoma,3
New York,Steuben,2
Virginia,Hampton City,5
New York,Monroe,5
Tennessee,Shelby,5
Indiana,Vanderburgh,6
Ohio,Montgomery,5
Arizona,Maricopa,14
Arizona,Pima,5
North Carolina,Wake,5
Hawaii,Honolulu,7
Kansas,Wyandotte,2
Puerto Rico,Guaynabo,5
Colorado,La Plata,1
Utah,Utah,0
Colorado,Denver,3
Washington,King,9
Oklahoma,Oklahoma,9
Puerto Rico,San Juan,13
Ohio,Preble,2
District Of Columbia,District of Columbia,5
Hawaii,Honolulu,2
Utah,Salt Lake,6
Vermont,Chittenden,2
Indiana,Marion,3
Arizona,Maricopa,5
Missouri,St. Louis City,5
Alabama,Jefferson,5
Puerto Rico,Bayamon,6
Oklahoma,Oklahoma,9
Connecticut,New Haven,2
Connecticut,Litchfield,1
Florida,Broward,7
Missouri,St. Louis City,5
District Of Columbia,District of Columbia,9
Colorado,Weld,1
Georgia,Fulton,7
New Mexico,Bernalillo,6
Colorado,Denver,3
Arizona,Maricopa,0
Puerto Rico,Caguas,7
Wisconsin,Milwaukee,3
Wisconsin,Milwaukee,3
Utah,Salt Lake,3
Massachusetts,Suffolk,5
Florida,Broward,5
Florida,Broward,8
Montana,Gallatin,2
Arizona,Maricopa,13
Arizona,Maricopa,17
Louisiana,East Baton Rouge,2
Louisiana,East Baton Rouge,3
Puerto Rico,Ponce,6
New Mexico,Bernalillo,1
Alaska,Fairbanks North Star ,2
Michigan,Wayne,5
Ohio,Belmont,3
Hawaii,Honolulu,2
Minnesota,Dakota,0
West Virginia,Brooke,5
Florida,Miami-Dade,5
Florida,Broward,6
Missouri,St. Louis City,3
Arizona,Maricopa,7
Tennessee,Davidson,5
Puerto Rico,Ponce,14
Virginia,Hampton City,3
Florida,Pinellas,1
Tennessee,Shelby,5
Minnesota,Hennepin,1
Florida,Duval,5
Ohio,Preble,2
Arizona,Maricopa,5
Washington,King,6
Colorado,Denver,5
Kentucky,Jefferson,5
Massachusetts,Suffolk,9
Colorado,Adams,3
Colorado,Mesa,2
Arizona,Maricopa,1
Arizona,Maricopa,5
Nevada,Washoe,10
Iowa,Scott,2
Iowa,Scott,3
Michigan,Wayne,3
New Jersey,Hudson,10
Iowa,Polk,3
Kentucky,Jefferson,2
Indiana,Vanderburgh,3
Michigan,Wayne,5
Michigan,Wayne,10
Michigan,Wayne,6
Florida,Miami-Dade,3
Maryland,Howard,3
Indiana,Marion,5
Nebraska,Douglas,2
Alabama,Jefferson,3
New York,Bronx,7
Missouri,St. Louis City,5
New York,Erie,0
